isInterpolated,useMicroData,CountryCode,CountryName,RegionCode,CoverageType,RequestYear,DataYear,DataType,PPP,PovertyLine,Mean,HeadCount,PovGap,PovGapSqr,Watts,Gini,Median,pr.mld,Polarization,ReqYearPopulation,SvyInfoID,Decile1,Decile2,Decile3,Decile4,Decile5,Decile6,Decile7,Decile8,Decile9,Decile10
0,1,LBN,Lebanon,MNA,N,2010,2011.77,X,892.382,1.9,760.5595,0,0,0,0,0.3183245,645.2036,0.1697937,-1,4.337141,LBN_N2011X,0.03091,0.04765,0.05858,0.06829,0.07858,0.09121,0.1036,0.1215,0.1517,0.2479
0,1,LSO,Lesotho,SSA,N,2010,2010,X,3.864347,1.9,75.71743,0.5964534,0.3182673,0.209611,0.5810418,0.5417584,44.4147,0.5604319,-1,2.040551,LSO_N2010X,0.008995,0.01937,0.02837,0.0395,0.05152,0.06732,0.08698,0.1158,0.1733,0.4088
1,1,LBR,Liberia,SSA,N,2010,,X,0.5677298,1.9,62.514,0.5917972,0.218304,0.1091792,0.3216859,-1,-1,-1,-1,3.948125,LBR_N2007X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,LTU,Lithuania,ECA,N,2010,2010,Y,1.785857,1.9,511.6745,0.0153434,0.01015113,0.008475544,0.01106197,0.3361931,448.3049,0.2361361,-1,3.097282,LTU_N2010Y,0.02247,0.04236,0.05597,0.06863,0.08144,0.09412,0.1069,0.1252,0.155,0.2479
0,1,LUX,Luxembourg,OHI,N,2010,2010,Y,0.9893056,1.9,2161.817,0,0,0,0,0.3050438,1861.178,0.1568881,-1,0.506953,LUX_N2010Y,0.0334,0.04816,0.05901,0.07,0.08092,0.09227,0.1054,0.1231,0.1504,0.2373
0,1,MKD,"Macedonia, former Yugoslav Republic of",ECA,N,2010,2010,Y,22.93599,1.9,287.7117,0.1000564,0.05947896,0.04665182,0.04811307,0.4015578,241.2882,0.5875668,-1,2.070739,MKD_N2010Y,0.008143,0.02913,0.04719,0.0615,0.07682,0.09255,0.1104,0.1341,0.1693,0.2709
0,1,MDG,Madagascar,SSA,N,2010,2010,X,704.9134,1.9,47.94079,0.7846992,0.381813,0.2224475,0.6036152,0.4241749,33.47895,0.3029665,-1,21.15164,MDG_N2010X,0.02415,0.03713,0.04656,0.05506,0.06487,0.07562,0.08966,0.1115,0.1524,0.3431
1,1,MWI,Malawi,SSA,N,2010,,X,78.01701,1.9,57.85145,0.7091694,0.3316677,0.1894046,0.5167831,-1,-1,-1,-1,15.167095,MWI_N2004X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,MYS,Malaysia,EAP,N,2010,2009,Y,1.586086,1.9,657.4106,0.002093765,0.000307093,7.37E-05,0.00035468,0.4626135,444.999,0.3717987,-1,28.112289,MYS_N2009Y,0.01748,0.02806,0.03798,0.04845,0.06077,0.07589,0.09542,0.1221,0.1679,0.3459
0,1,MDV,Maldives,SAS,N,2010,2009.5,X,10.67605,1.9,203.4786,0.06837137,0.01356705,0.004370342,0.01659601,0.3837276,158.5712,0.2502905,-1,0.367,MDV_N2009X,0.02524,0.03842,0.04949,0.06068,0.07228,0.08487,0.1003,0.1183,0.151,0.2994
0,1,MLI,Mali,SSA,N,2010,2009.89,X,221.8683,1.9,73.26719,0.4906619,0.1510815,0.06356217,0.2023347,0.3303796,58.63723,0.1778403,-1,15.075085,MLI_N2009X,0.03323,0.04651,0.05569,0.06508,0.07476,0.08677,0.1023,0.1227,0.1562,0.2568
1,1,MRT,Mauritania,SSA,N,2010,,X,112.8067,1.9,157.5932,0.1014071,0.02572883,0.009961405,0.03365534,-1,-1,-1,-1,3.609543,MRT_N2008X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,MUS,Mauritius,SSA,N,2010,,X,18.28542,1.9,345.8107,0.004747432,0.00093386,0.000276764,0.001120895,-1,-1,-1,-1,1.2504,MUS_N2006X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,MEX,Mexico,LAC,N,2010,2010,X,8.940212,1.9,355.0484,0.03798417,0.009593763,0.003816693,0.01277575,0.4813019,228.523,0.4003593,-1,117.318941,MEX_N2010X,0.01754,0.02967,0.03885,0.0479,0.05826,0.07089,0.08724,0.1107,0.1546,0.3843
1,1,FSM,"Micronesia, Federated States of",EAP,N,2010,,X,0.9982547,1.9,173.7,0.1324283,0.04234968,0.02097094,0.06347539,-1,-1,-1,-1,0.103616,FSM_N2005X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,MDA,Moldova,ECA,N,2010,2010,X,5.45133,1.9,272.416,0.005322177,0.001085288,0.000358845,0.001337438,0.3205092,225.577,0.1697386,-1,3.562045,MDA_N2010X,0.03322,0.04796,0.05795,0.06717,0.07704,0.08916,0.1031,0.1211,0.149,0.2543
0,1,MNG,Mongolia,EAP,N,2010,2010,X,590.33,1.9,244.9298,0.007635486,0.001025312,0.000242424,0.001185908,0.3308121,200.754,0.1796858,-1,2.71265,MNG_N2010X,0.03223,0.0456,0.05593,0.06555,0.07609,0.08865,0.103,0.1222,0.1534,0.2573
0,1,MNE,Montenegro,ECA,N,2010,2010,X,0.4493411,1.9,447.3105,0,0,0,0,0.288931,394.4588,0.1399367,-1,0.619428,MNE_N2010X,0.03608,0.05047,0.06024,0.07119,0.08301,0.09399,0.1081,0.1245,0.146,0.2264
0,1,MAR,Morocco,MNA,N,2010,2006.91,X,4.193143,1.9,268.5654,0.01998485,0.003674964,0.001067687,0.004403038,0.407183,193.5395,0.2755287,-1,32.409639,MAR_N2006X,0.02637,0.03902,0.04807,0.05691,0.06662,0.07788,0.09199,0.1127,0.1494,0.331
0,1,MOZ,Mozambique,SSA,N,2010,2008.67,X,15.52727,1.9,62.3741,0.6672968,0.2970692,0.1681048,0.4697747,0.4557834,42.62943,0.3646095,-1,24.221405,MOZ_N2008X,0.01944,0.03279,0.0424,0.05231,0.06279,0.07463,0.0902,0.1112,0.1464,0.3678
0,1,MMR,Myanmar,EAP,N,2010,2015,X,320.604,1.9,125.3219,0.1723488,0.04170066,0.01560992,0.05364224,0.380685,93.1573,0.2505116,-1,50.155896,MMR_N2015X,0.02954,0.0438,0.05251,0.06091,0.06971,0.08037,0.09381,0.1121,0.1402,0.3171
0,1,NAM,Namibia,SSA,N,2010,2009.54,X,5.130702,1.9,241.6268,0.2159598,0.0634702,0.0268048,0.08529593,0.6096518,105.8088,0.6598652,-1,2.17317,NAM_N2009X,0.01269,0.02003,0.02567,0.03163,0.03925,0.04953,0.0658,0.09107,0.146,0.5184
1,1,NPL,Nepal,SAS,N,2010,,X,25.75927,1.9,118.9294,0.1544715,0.03187638,0.01041189,0.03939902,-1,-1,-1,-1,27.023137,NPL_N2003X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,NLD,Netherlands,OHI,N,2010,2010,Y,0.8691391,1.9,1541.983,0.000474389,0.000100221,4.59E-05,0.000174534,0.2784525,1358.927,0.1322456,-1,16.615394,NLD_N2010Y,0.03601,0.05351,0.06421,0.07386,0.08314,0.09348,0.1054,0.121,0.145,0.2245
1,1,NIC,Nicaragua,LAC,N,2010,,Y,9.160075,1.9,246.5688,0.07147956,0.01924842,0.007940404,0.02574244,-1,-1,-1,-1,5.737723,NIC_N2009Y,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,NER,Niger,SSA,N,2010,,X,228.7532,1.9,68.42006,0.5512149,0.1712015,0.07232603,0.2287072,-1,-1,-1,-1,16.425578,NER_N2007X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,NGA,Nigeria,SSA,N,2010,2009.83,X,79.53147,1.9,76.47891,0.5305211,0.2150511,0.1141653,0.3235129,0.4296644,54.53833,0.3163457,-1,158.578261,NGA_N2009X,0.02043,0.03329,0.04331,0.05376,0.06521,0.07835,0.09547,0.1203,0.1626,0.3273
0,1,NOR,Norway,OHI,N,2010,2010,Y,9.797199,1.9,1867.881,0.001509881,0.000991123,0.00082388,0.002245098,0.2572397,1679.053,0.1227283,-1,4.889252,NOR_N2010Y,0.03747,0.05717,0.06793,0.07673,0.08535,0.09499,0.1067,0.1211,0.1426,0.2099
1,1,PAK,Pakistan,SAS,N,2010,,X,25.41425,1.9,119.4791,0.09525261,0.01435491,0.003425437,0.01655139,-1,-1,-1,-1,170.560182,PAK_N2007X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,PAN,Panama,LAC,N,2010,2010,Y,0.553408,1.9,541.9403,0.04569173,0.01321347,0.005882441,0.01680228,0.5191179,334.3782,0.5008499,-1,3.643222,PAN_N2010Y,0.01097,0.02198,0.03319,0.04429,0.05586,0.06928,0.08737,0.1133,0.1628,0.401
0,1,PNG,Papua New Guinea,EAP,N,2010,2009.67,X,2.137886,1.9,98.49547,0.3738758,0.1441948,0.07513784,0.2140843,0.4185079,74.29383,0.307324,-1,7.108239,PNG_N2009X,0.0187,0.03202,0.04411,0.05578,0.06855,0.08306,0.09987,0.1245,0.1634,0.31
0,1,PRY,Paraguay,LAC,N,2010,2010,Y,2309.43,1.9,424.5019,0.06071786,0.02104731,0.01059955,0.02995228,0.518347,267.6012,0.5025042,-1,6.209877,PRY_N2010Y,0.01169,0.02397,0.03439,0.04509,0.05696,0.06988,0.08633,0.1089,0.1515,0.4112
0,1,PER,Peru,LAC,N,2010,2010,Y,1.568639,1.9,377.8015,0.04742983,0.013004,0.00527529,0.01744219,0.4620626,265.3099,0.3841395,-1,29.373646,PER_N2010Y,0.01511,0.02731,0.039,0.05075,0.06352,0.07802,0.09583,0.1201,0.1624,0.348
1,1,PHL,Philippines,EAP,N,2010,,X,18.87329,1.9,171.3028,0.1200199,0.02448335,0.007642391,0.0298227,-1,-1,-1,-1,93.726624,PHL_N2009X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,POL,Poland,ECA,N,2010,2010,X,1.936326,1.9,507.3822,0,0,0,0,0.3321883,414.0136,0.1819811,-1,38.042794,POL_N2010X,0.03229,0.04634,0.05613,0.06571,0.07599,0.08767,0.1019,0.1206,0.1515,0.2619
0,1,PRT,Portugal,OHI,N,2010,2010,Y,0.7038629,1.9,847.2027,0.001364598,0.000542095,0.000269936,0.000778213,0.3584466,672.3737,0.2195367,-1,10.5731,PRT_N2010Y,0.02653,0.04384,0.05431,0.06355,0.0737,0.08563,0.09997,0.1188,0.1509,0.2828
0,1,ROU,Romania,ECA,N,2010,2010,X,2.000516,1.9,265.2649,0,0,0,0,0.2815824,234.6029,0.131387,-1,20.246871,ROU_N2010X,0.0352,0.05128,0.06252,0.07306,0.08326,0.09427,0.1074,0.1243,0.1499,0.2189
0,1,RUS,Russian Federation,ECA,N,2010,2010,X,16.76913,1.9,677.2835,0.000615468,0.000133734,4.88E-05,0.00016954,0.3954898,500.5004,0.2598611,-1,142.849449,RUS_N2010X,0.02546,0.03861,0.04801,0.05743,0.06792,0.08037,0.09656,0.1197,0.1599,0.3061
1,1,RWA,Rwanda,SSA,N,2010,,X,246.8344,1.9,81.55148,0.6172334,0.2492309,0.1283273,0.3655103,-1,-1,-1,-1,10.246842,RWA_N2005X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,WSM,Samoa,EAP,N,2010,2008,X,1.900278,1.9,283.4293,0.01141498,0.001344534,0.00028697,0.001524999,0.4204654,199.4787,0.2906449,-1,0.186205,WSM_N2008X,0.02677,0.03715,0.04528,0.05454,0.06457,0.07613,0.08997,0.1135,0.1512,0.3409
0,1,STP,Sao Tome and Principe,SSA,N,2010,2010,X,10194.79,1.9,86.9508,0.3227887,0.08606288,0.0322681,0.1103452,0.3082127,72.77565,0.1544297,-1,0.174776,STP_N2010X,0.03503,0.04879,0.05872,0.06869,0.07851,0.08975,0.104,0.1216,0.1531,0.2418
1,1,SEN,Senegal,SSA,N,2010,,X,246.1074,1.9,96.7527,0.3726746,0.1240808,0.05762618,0.176656,-1,-1,-1,-1,12.916229,SEN_N2005X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,SRB,Serbia,ECA,N,2010,2010,X,45.36962,1.9,390.5814,0.000977794,0.000134634,2.15E-05,0.000146841,0.2964578,337.8395,0.1470372,-1,7.291436,SRB_N2010X,0.03372,0.04996,0.06111,0.07146,0.08161,0.09202,0.1052,0.1229,0.1496,0.2324
0,1,SYC,Seychelles,SSA,N,2010,2013,Y,7.895128,1.9,574.2387,0.01432247,0.005752576,0.003421078,0.009662243,0.4682279,379.4047,0.4016889,-1,0.08977,SYC_N2013Y,0.01901,0.03524,0.04472,0.05306,0.06156,0.07172,0.08391,0.1005,0.1315,0.3988
1,1,SLE,Sierra Leone,SSA,N,2010,,X,1767.19,1.9,70.77576,0.5309877,0.1734926,0.07596301,0.2358493,-1,-1,-1,-1,6.45872,SLE_N2003X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,SVK,Slovak Republic,ECA,N,2010,2010,Y,0.5670743,1.9,894.1243,0.004244643,0.001950765,0.001081342,0.002961518,0.2731572,814.6623,0.1433905,-1,5.391428,SVK_N2010Y,0.03109,0.054,0.06698,0.07761,0.08637,0.09601,0.1066,0.1206,0.1421,0.2186
0,1,SVN,Slovenia,ECA,N,2010,2010,Y,0.681299,1.9,1054.524,9.16E-05,6.38E-05,4.45E-05,0.00010934,0.2493326,958.0165,0.1057244,-1,2.048583,SVN_N2010Y,0.03871,0.05823,0.06891,0.07761,0.08646,0.09583,0.1068,0.1199,0.1402,0.2074
1,1,SLB,Solomon Islands,EAP,N,2010,,X,7.131074,1.9,101.4917,0.3433902,0.1116497,0.05131936,0.1565805,-1,-1,-1,-1,0.52779,SLB_N2005X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,ZAF,South Africa,SSA,N,2010,,X,5.067535,1.9,344.8194,0.1718601,0.05052753,0.02144404,0.06842016,-1,-1,-1,-1,50.97943236,ZAF_N2008X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,SSD,South Sudan,SSA,N,2010,2009,X,1.543373,1.9,99.60139,0.423762,0.1859317,0.1087961,0.3065406,0.4634243,70.49763,0.4027749,-1,10.067192,SSD_N2009X,0.01251,0.02611,0.03725,0.04873,0.06249,0.07955,0.09987,0.1279,0.1736,0.332
0,1,ESP,Spain,OHI,N,2010,2010,Y,0.776917,1.9,1209.243,0.006816525,0.005269128,0.00459588,0.003870046,0.3524684,1008.549,0.2451625,-1,46.576897,ESP_N2010Y,0.02132,0.04192,0.05372,0.06608,0.07775,0.0901,0.1056,0.1264,0.1567,0.2604
1,1,LKA,Sri Lanka,SAS,N,2010,,X,42.21893,1.9,209.4341,0.0231617,0.003842611,0.001031346,0.004543038,-1,-1,-1,-1,20.119,LKA_N2009X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,LCA,St. Lucia,LAC,N,2010,1995,Y,2.139054,1.9,116.4268,0.3028023,0.1068221,0.05074099,0.1553196,0.4258438,85.789,0.3157385,0.3738608,0.17258,LCA_N1995Y,0.02007,0.03218,0.04364,0.0551,0.06721,0.08084,0.09743,0.1201,0.1586,0.3248
0,1,SDN,Sudan,SSA,N,2010,2009,X,1.48553,1.9,140.05,0.1453048,0.0388583,0.01595526,0.05190374,0.3539153,113.0339,0.2131381,-1,34.385963,SDN_N2009X,0.0264,0.04184,0.05274,0.06378,0.07497,0.08787,0.1037,0.125,0.1569,0.2668
0,1,SUR,Suriname,LAC,N,2010,1999,Y,1.884817,1.9,313.6874,0.1883428,0.1467277,0.1336354,0.066125,0.5760975,200.7079,1.612256,-1,0.526103,SUR_N1999Y,0,0.01009,0.02686,0.03626,0.05191,0.07367,0.08728,0.1116,0.1751,0.4272
0,1,SWZ,Swaziland,SSA,N,2010,2009.25,X,4.049069,1.9,118.8787,0.4134178,0.1628843,0.08474756,0.242658,0.514526,69.59006,0.4633153,-1,1.202843,SWZ_N2009X,0.01479,0.02519,0.03335,0.04207,0.05258,0.06571,0.08524,0.1137,0.1675,0.3998
0,1,SWE,Sweden,OHI,N,2010,2010,Y,9.105002,1.9,1494.653,0.003267056,0.002199664,0.001914077,0.001263782,0.2652039,1323.292,0.1388916,-1,9.378126,SWE_N2010Y,0.0353,0.05652,0.06734,0.0762,0.08442,0.09349,0.1051,0.1222,0.1471,0.2123
0,1,CHE,Switzerland,OHI,N,2010,2010,Y,1.613419,1.9,1939.126,0.000598903,0.00020631,0.000133696,0.000385932,0.3255303,1624.339,0.1837907,-1,7.824909,CHE_N2010Y,0.03065,0.04692,0.05731,0.06727,0.07795,0.0899,0.1041,0.1221,0.1494,0.2543
0,1,SYR,Syrian Arab Republic,MNA,N,2010,2004,X,22.88657,1.9,246.4328,0.008040345,0.001140742,0.00026428,0.001314521,0.3577617,188.8228,0.2084355,-1,21.018834,SYR_N2004X,0.03201,0.04446,0.05337,0.06223,0.07156,0.08235,0.09664,0.1169,0.1536,0.2868
1,1,TJK,Tajikistan,ECA,N,2010,,X,1.88267,1.9,142.9921,0.1193325,0.02549091,0.008026666,0.03105944,-1,-1,-1,-1,7.64163,TJK_N2009X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,TZA,Tanzania,SSA,N,2010,,X,585.5204,1.9,75.96344,0.5208441,0.1742474,0.07886125,0.2400663,-1,-1,-1,-1,46.098591,TZA_N2007X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,THA,Thailand,EAP,N,2010,2010,X,12.84438,1.9,404.0995,0.001418206,0.000136715,2.63E-05,0.000153203,0.3940277,295.8027,0.2552193,-1,67.208808,THA_N2010X,0.02727,0.03885,0.04766,0.05679,0.06748,0.08036,0.09709,0.1195,0.1578,0.3072
0,1,TMP,Timor-Leste,EAP,N,2010,2007,X,0.5613374,1.9,87.8751,0.3137039,0.07004952,0.02290588,0.08616883,0.3029883,72.04287,0.1486194,-1,1.109591,TMP_N2007X,0.03897,0.05165,0.06069,0.06876,0.07754,0.08745,0.09995,0.1171,0.1476,0.2502
1,1,TGO,Togo,SSA,N,2010,,X,232.215,1.9,77.40188,0.5534728,0.2345045,0.1269074,0.3540614,-1,-1,-1,-1,6.502952,TGO_N2006X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,TON,Tonga,EAP,N,2010,2009,X,1.638717,1.9,304.6374,0.01106824,0.002446701,0.000835458,0.003032296,0.3747515,236.4456,0.2341379,-1,0.104137,TON_N2009X,0.02685,0.0405,0.05038,0.05984,0.0711,0.08426,0.09992,0.1217,0.1564,0.2891
0,0,TTO,Trinidad and Tobago,LAC,N,2010,1992,Y,4.619226,1.9,538.0886,0.005752495,0.001992865,0.001378366,0.001701792,0.4027296,415.9136,0.2882084,-1.188752,1.3281,TTO_N1992Y,0.02073,0.03433,0.04578,0.05757,0.07038,0.08493,0.1023,0.125,0.1601,0.2989
1,1,TUN,Tunisia,MNA,N,2010,,X,0.6965338,1.9,283.7518,0.02115993,0.004264443,0.001329878,0.005202202,-1,-1,-1,-1,10.639931,TUN_N2005X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,TUR,Turkey,ECA,N,2010,2010,X,1.164342,1.9,437.4957,0.00782282,0.001035096,0.000168721,0.001131363,0.3878508,338.3024,0.2587028,-1,72.326914,TUR_N2010X,0.02212,0.03691,0.04929,0.06056,0.07155,0.0843,0.1,0.1234,0.1588,0.293
0,0,TKM,Turkmenistan,ECA,N,2010,1998,X,1.527624,1.9,202.5374,0.0779933,0.01462307,0.004241775,0.01752782,0.4076536,148.4165,0.2778098,0.3609475,5.08721,TKM_N1998X,0.02574,0.03567,0.04558,0.0559,0.06716,0.08016,0.09631,0.1188,0.1574,0.3173
0,1,TUV,Tuvalu,EAP,N,2010,2010,X,1.172771,1.9,233.5754,0.03260417,0.003983135,0.000699661,0.004396982,0.3913902,174.9551,0.253813,-1,0.010531,TUV_N2010X,0.02686,0.03903,0.04865,0.05936,0.06928,0.08024,0.09682,0.116,0.1566,0.3072
1,1,UGA,Uganda,SSA,N,2010,,X,946.8904,1.9,99.56351,0.4027147,0.126038,0.05605997,0.1739498,-1,-1,-1,-1,33.915133,UGA_N2009X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,UKR,Ukraine,ECA,N,2010,2010,X,3.311232,1.9,348.4957,4.15E-05,1.71E-06,8.12E-08,1.75E-06,0.2481898,311.6418,0.09953346,-1,45.8707,UKR_N2010X,0.04421,0.05793,0.06723,0.07584,0.08497,0.09428,0.1049,0.119,0.1418,0.2098
0,1,GBR,United Kingdom,OHI,N,2010,2010,Y,0.7564041,1.9,1417.504,0.001409853,0.000877901,0.000684614,0.001278529,0.3438994,1168.493,0.2074937,-1,62.766365,GBR_N2010Y,0.02861,0.04486,0.05458,0.06452,0.07632,0.08828,0.103,0.1217,0.1504,0.2678
0,1,USA,United States,OHI,N,2010,2010,Y,1,1.9,1898.781,0.0100194,0.009023885,0.008322737,0.005746258,0.4040765,1477.127,0.3392664,-1,309.348193,USA_N2010Y,0.0165,0.03468,0.04657,0.05835,0.07111,0.08582,0.1031,0.1262,0.1634,0.2942
0,1,URY,Uruguay,LAC,N,2010,2010,Y,16.42385,1.9,660.1283,0.002311378,0.000769725,0.00045182,0.000714941,0.4531818,449.2284,0.3548613,-1,3.374415,URY_N2010Y,0.01907,0.03016,0.03969,0.05017,0.06159,0.0758,0.09412,0.1203,0.1655,0.3437
0,1,UZB,Uzbekistan,ECA,N,2010,2003,X,635.7095,1.9,89.43935,0.3510823,0.1006895,0.04309135,0.13635,0.352688,70.41037,0.2083109,-1,28.5624,UZB_N2003X,0.02882,0.04537,0.05576,0.06444,0.07363,0.0843,0.09755,0.1162,0.1506,0.2833
0,1,VUT,Vanuatu,EAP,N,2010,2010,X,115.8271,1.9,147.8178,0.1314295,0.03249632,0.0119223,0.04149183,0.373513,115.092,0.2338965,-1,0.236295,VUT_N2010X,0.02699,0.04081,0.05065,0.06133,0.07232,0.08383,0.09834,0.1202,0.1542,0.2913
0,1,VEN,"Venezuela, Republica Bolivariana de",LAC,N,2010,2006,Y,2.915005,1.9,392.9148,0.08658689,0.06557627,0.06019779,0.01793308,0.4694131,284.7123,0.9647784,-1,29.028033,VEN_N2006Y,0.005319,0.02652,0.03995,0.05226,0.06544,0.08005,0.09858,0.1245,0.1667,0.3407
0,1,VNM,Vietnam,EAP,N,2010,2010,X,7624.973,1.9,231.5589,0.04187325,0.008714166,0.002873888,0.01078765,0.3925272,172.6922,0.2588461,-1,86.9325,VNM_N2010X,0.02534,0.03924,0.04948,0.05891,0.06937,0.0806,0.09643,0.1177,0.1542,0.3087
0,1,WBG,West Bank and Gaza,MNA,N,2010,2010,X,2.5228,1.9,333.8969,0.002647757,0.000341944,7.35E-05,0.000388523,0.3605697,256.9939,0.2135742,-1,3.811102,WBG_N2010X,0.03009,0.04358,0.05271,0.0625,0.07199,0.08308,0.09763,0.1185,0.1547,0.2852
1,1,YEM,"Yemen, Republic of",MNA,N,2010,,X,111.303,1.9,149.9665,0.09724706,0.0191816,0.006138545,0.02359521,-1,-1,-1,-1,23.606779,YEM_N2005X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,ZMB,Zambia,SSA,N,2010,2010,X,2505.341,1.9,78.63681,0.6441547,0.315859,0.1879452,0.5072761,0.5562149,40.81127,0.5391354,-1,13.850033,ZMB_N2010X,0.01493,0.02317,0.03018,0.03743,0.04662,0.05826,0.07517,0.1037,0.1582,0.4523
0,0,ZWE,Zimbabwe,SSA,N,2010,2011,X,0.5359763,1.9,129.3927,0.2723976,0.0750899,0.02731223,0.09650057,0.4315358,90.02871,0.3111535,0.3883556,14.086317,ZWE_N2011X,0.02476,0.03348,0.04258,0.0524,0.06346,0.07656,0.09323,0.1169,0.1583,0.3383
0,1,ALB,Albania,ECA,N,2008,2008,X,58.16801,1.9,237.5219,0.003705177,0.000679176,0.000185965,0.000798155,0.2998467,198.7645,0.1488934,-1,2.947314,ALB_N2008X,0.03734,0.05137,0.06088,0.06984,0.07912,0.08924,0.103,0.1193,0.1454,0.2446
1,0,DZA,Algeria,MNA,N,2008,,X,31.77229,1.9,225.3021,0.01098701,0.002632618,0.00136181,0.002837358,-1,-1,-1,-1,34.860715,DZA_N1995X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,AGO,Angola,SSA,N,2008,2008.5,X,73.83312,1.9,121.4567,0.29815,0.09521621,0.04329437,0.1319422,-1,-1,-1,-1,21.75942,AGO_N2008X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,ARG,Argentina,LAC,U,2008,2008,Y,2.768382,1.9,580.7227,0.02967685,0.01434978,0.01016374,0.01275221,0.4626541,411.4991,0.4385452,-1,36.59532856,ARG_U2008Y,0.01257,0.02668,0.03819,0.05012,0.06351,0.07871,0.0982,0.1254,0.1701,0.3365
0,1,ARM,Armenia,ECA,N,2008,2008,X,183.7796,1.9,190.8857,0.01490425,0.003247729,0.00111027,0.004071363,0.3070803,158.6554,0.1557033,-1,2.90822,ARM_N2008X,0.03754,0.05128,0.05928,0.06834,0.07798,0.08863,0.1015,0.1183,0.1444,0.2527
0,1,AUS,Australia,OHI,N,2008,2008,Y,1.526641,1.9,1667.403,0.003609892,0.00308225,0.002631732,0.006941881,0.3542706,1312.509,0.2247507,-1,21.2492,AUS_N2008Y,0.02801,0.04427,0.05342,0.06266,0.07352,0.0857,0.1023,0.1227,0.1533,0.2741
0,1,AUT,Austria,OHI,N,2008,2008,Y,0.8475838,1.9,1629.285,0.00471167,0.002345,0.001665884,0.004504974,0.3043739,1427.298,0.1748249,-1,8.321496,AUT_N2008Y,0.03007,0.04983,0.06161,0.07139,0.08185,0.09324,0.1056,0.1203,0.145,0.2411
0,1,AZE,Azerbaijan,ECA,N,2008,2008,X,0.3294187,1.9,312.4103,0.004936181,0.001575089,0.000866299,0.002525453,0.3178539,256.423,0.1688926,-1,8.7634,AZE_N2008X,0.0345,0.0497,0.05884,0.06746,0.07698,0.08811,0.1008,0.1192,0.1471,0.2574
1,1,BGD,Bangladesh,SAS,N,2008,,X,24.84915,1.9,107.1656,0.2011083,0.03654441,0.0100021,0.04324049,-1,-1,-1,-1,148.805814,BGD_N2005X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,BLR,Belarus,ECA,N,2008,2008,X,1832.435,1.9,425.8696,0,0,0,0,0.2782604,376.3409,0.1294524,-1,9.527985,BLR_N2008X,0.0369,0.05305,0.06345,0.07295,0.08259,0.09421,0.1071,0.1219,0.1445,0.2233
0,1,BEL,Belgium,OHI,N,2008,2008,Y,0.879014,1.9,1450.009,0.001184167,0.000776212,0.000652994,0.000627721,0.28374,1265.41,0.1437855,-1,10.709973,BEL_N2008Y,0.03424,0.05248,0.06459,0.07415,0.08299,0.0927,0.1055,0.1216,0.1446,0.2272
0,1,BLZ,Belize,LAC,N,2008,1999,Y,1.182611,1.9,256.6998,0.1443536,0.0644511,0.04022668,0.09917992,0.5326277,152.4124,0.5582195,-1,0.306165,BLZ_N1999Y,0.009305,0.02282,0.03405,0.04285,0.05338,0.06665,0.08484,0.1092,0.1526,0.4243
1,1,BEN,Benin,SSA,N,2008,,X,224.9172,1.9,83.07717,0.497311,0.1703689,0.0774425,0.2348466,-1,-1,-1,-1,8.696916,BEN_N2003X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,BTN,Bhutan,SAS,N,2008,,X,16.96291,1.9,168.5248,0.110286,0.02332794,0.00755998,0.02873768,-1,-1,-1,-1,0.70095,BTN_N2007X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
