isInterpolated,useMicroData,CountryCode,CountryName,RegionCode,CoverageType,RequestYear,DataYear,DataType,PPP,PovertyLine,Mean,HeadCount,PovGap,PovGapSqr,Watts,Gini,Median,pr.mld,Polarization,ReqYearPopulation,SvyInfoID,Decile1,Decile2,Decile3,Decile4,Decile5,Decile6,Decile7,Decile8,Decile9,Decile10
0,1,STP,Sao Tome and Principe,SSA,N,1999,2000.5,X,10194.79,1.9,93.05824,0.307005,0.08148295,0.03044399,0.1039421,0.3212589,76.83177,0.1677122,-1,0.135886,STP_N2000X,0.03302,0.04622,0.0565,0.06646,0.07709,0.08933,0.1044,0.1252,0.1563,0.2455
1,1,SEN,Senegal,SSA,N,1999,,X,246.1074,1.9,80.21922,0.5110531,0.1758009,0.0801424,0.2422431,-1,-1,-1,-1,9.645957,SEN_N1994X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,SRB,Serbia,ECA,N,1999,2002,X,45.36962,1.9,317.6464,0.005163416,0.000830866,0.000227448,0.000981768,0.3196536,266.0251,0.1735408,-1,7.540401,SRB_N2002X,0.0328,0.04826,0.05851,0.06809,0.07817,0.08951,0.1029,0.1195,0.1469,0.2553
1,1,SYC,Seychelles,SSA,N,1999,1999.62,X,7.895128,1.9,582.0811,0.005762901,0.001074166,0.000311687,0.001337728,-1,-1,-1,-1,0.08041,SYC_N1999X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,SLE,Sierra Leone,SSA,N,1999,,X,1767.19,1.9,54.64212,0.6939786,0.3591046,0.2397475,-1,-1,-1,-1,-1,4.437803,SLE_N1989X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,SVK,Slovak Republic,ECA,N,1999,,Y,0.5670743,1.9,467.2344,0.003283735,0.000513748,0.000133796,0.000615226,-1,-1,-1,-1,5.39602,SVK_N1996Y,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,SVN,Slovenia,ECA,N,1999,,X,0.681299,1.9,730.1531,0.000157527,0.000150027,0.000142527,-1,-1,-1,-1,-1,1.983045,SVN_N1998X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,SLB,Solomon Islands,EAP,N,1999,2005,X,7.131074,1.9,122.3765,0.3196533,0.1091128,0.05236343,0.1564857,0.4609685,81.26835,0.3658721,-1,0.401538,SLB_N2005X,0.01853,0.03122,0.04055,0.04998,0.06034,0.07274,0.09021,0.1161,0.1629,0.3575
1,1,ZAF,South Africa,SSA,N,1999,,X,5.067535,1.9,193.6466,0.3381622,0.1260377,0.06029765,0.1788417,-1,-1,-1,-1,44.23373,ZAF_N1996X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,SSD,South Sudan,SSA,N,1999,2009,X,1.543373,1.9,92.44019,0.4501873,0.2040248,0.120766,0.3391773,0.4634243,65.42895,0.4027749,-1,6.405864,SSD_N2009X,0.01251,0.02611,0.03725,0.04873,0.06249,0.07955,0.09987,0.1279,0.1736,0.332
0,1,ESP,Spain,OHI,N,1999,2004,Y,0.776917,1.9,911.3441,0.009184937,0.006338567,0.005485125,0.007827258,0.333053,771.3419,0.2212071,-1,40.386875,ESP_N2004Y,0.02449,0.04442,0.05673,0.06811,0.07913,0.09145,0.1065,0.1259,0.1548,0.2485
1,1,LKA,Sri Lanka,SAS,N,1999,,X,42.21893,1.9,162.3921,0.08143321,0.01470023,0.00416777,0.01755835,-1,-1,-1,-1,18.532,LKA_N1995X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,LCA,St. Lucia,LAC,N,1999,1995,Y,2.139054,1.9,108.9155,0.3326351,0.1204298,0.05860086,0.1749659,0.4258438,80.25436,0.3157385,0.3738608,0.155172,LCA_N1995Y,0.02007,0.03218,0.04364,0.0551,0.06721,0.08084,0.09743,0.1201,0.1586,0.3248
0,1,SDN,Sudan,SSA,N,1999,2009,X,1.48553,1.9,92.00438,0.3410454,0.1088856,0.04913446,0.1511064,0.3539153,74.25646,0.2131381,-1,26.607042,SDN_N2009X,0.0264,0.04184,0.05274,0.06378,0.07497,0.08787,0.1037,0.125,0.1569,0.2668
0,1,SUR,Suriname,LAC,N,1999,1999,Y,1.884817,1.9,217.4128,0.2337973,0.1655673,0.1457209,0.1005603,0.5760975,139.1081,1.612256,-1,0.467003,SUR_N1999Y,0,0.01009,0.02686,0.03626,0.05191,0.07367,0.08728,0.1116,0.1751,0.4272
1,1,SWZ,Swaziland,SSA,N,1999,,X,4.049069,1.9,107.665,0.5038344,0.2084568,0.1127876,0.3199066,-1,-1,-1,-1,1.045629,SWZ_N1994X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,SWE,Sweden,OHI,N,1999,2004,Y,9.105002,1.9,1083.33,0.00410273,0.003290529,0.00308423,0.001892403,0.2614217,966.842,0.1404889,-1,8.857874,SWE_N2004Y,0.03684,0.05657,0.06686,0.076,0.08494,0.0945,0.1066,0.1224,0.1446,0.2108
0,1,CHE,Switzerland,OHI,N,1999,2007,Y,1.613419,1.9,1812.356,0.000635254,0.000159825,8.63E-05,0.000242665,0.3425554,1480.205,0.2033214,-1,7.143991,CHE_N2007Y,0.02894,0.04496,0.05545,0.06501,0.07543,0.08811,0.1028,0.1217,0.1504,0.2672
0,1,SYR,Syrian Arab Republic,MNA,N,1999,2004,X,22.88657,1.9,195.2002,0.0300868,0.004498132,0.001129419,0.005245001,0.3577617,149.5671,0.2084355,-1,16.016092,SYR_N2004X,0.03201,0.04446,0.05337,0.06223,0.07156,0.08235,0.09664,0.1169,0.1536,0.2868
0,1,TJK,Tajikistan,ECA,N,1999,1999,X,1.88267,1.9,62.9738,0.5437197,0.1749422,0.07898247,0.2439517,0.2954314,54.18757,0.1498605,-1,6.114886,TJK_N1999X,0.03272,0.0507,0.06222,0.07224,0.08161,0.09256,0.1053,0.1212,0.1479,0.2335
1,1,TZA,Tanzania,SSA,N,1999,,X,585.5204,1.9,37.50478,0.8445125,0.4458849,0.2757057,0.7350768,-1,-1,-1,-1,33.29154,TZA_N1991X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,THA,Thailand,EAP,N,1999,1999,X,12.84438,1.9,254.8588,0.02542037,0.00360125,0.00078475,0.004093569,0.4309159,172.2692,0.3051189,-1,62.306651,THA_N1999X,0.02538,0.03528,0.04376,0.05226,0.06214,0.07415,0.09083,0.1154,0.1602,0.3406
0,1,TMP,Timor-Leste,EAP,N,1999,2001,X,0.5613374,1.9,64.19499,0.5884462,0.2182091,0.1041654,0.3056977,0.3593493,50.01872,0.2112097,-1,0.863269,TMP_N2001X,0.03041,0.04242,0.05245,0.0621,0.07185,0.08457,0.1003,0.1207,0.1531,0.2821
0,1,TGO,Togo,SSA,N,1999,2006,X,232.215,1.9,84.46975,0.4950954,0.1762225,0.08263014,0.2459604,0.4221258,58.36628,0.2940239,-1,4.825704,TGO_N2006X,0.02465,0.03593,0.0442,0.05322,0.06353,0.07549,0.09303,0.1185,0.165,0.3264
0,1,TON,Tonga,EAP,N,1999,2001,X,1.638717,1.9,292.9013,0.03151714,0.008369782,0.003152598,0.01068244,0.3769015,232.3213,0.244866,-1,0.097591,TON_N2001X,0.02374,0.03875,0.04942,0.06087,0.0723,0.08662,0.1025,0.1238,0.1592,0.2829
0,0,TTO,Trinidad and Tobago,LAC,N,1999,1992,Y,4.619226,1.9,495.9102,0.007263072,0.00234478,0.001496966,0.002078068,0.4027296,383.312,0.2882084,-1.189161,1.264775,TTO_N1992Y,0.02073,0.03433,0.04578,0.05757,0.07038,0.08493,0.1023,0.125,0.1601,0.2989
1,0,TUN,Tunisia,MNA,N,1999,,X,0.6965338,1.9,224.1587,0.06248256,0.01248116,0.00400836,0.01503072,-1,-1,-1,-1,9.603742,TUN_N1995X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,TUR,Turkey,ECA,N,1999,,X,1.164342,1.9,333.0315,0.0149022,0.002393621,0.000759629,0.002608379,-1,-1,-1,-1,62.287326,TUR_N1994X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,TKM,Turkmenistan,ECA,N,1999,1998,X,1.527624,1.9,104.1602,0.3464802,0.1092021,0.0455958,0.1472828,0.4076536,76.32706,0.2778098,0.3609475,4.466132,TKM_N1998X,0.02574,0.03567,0.04558,0.0559,0.06716,0.08016,0.09631,0.1188,0.1574,0.3173
0,1,TUV,Tuvalu,EAP,N,1999,2010,X,1.172771,1.9,242.2927,0.02713015,0.003070529,0.00048527,0.003355625,0.3913902,181.4847,0.253813,-1,0.009345,TUV_N2010X,0.02686,0.03903,0.04865,0.05936,0.06928,0.08024,0.09682,0.116,0.1566,0.3072
1,1,UGA,Uganda,SSA,N,1999,,X,946.8904,1.9,66.33973,0.6260147,0.2521374,0.1309003,0.3724688,-1,-1,-1,-1,23.272995,UGA_N1996X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,UKR,Ukraine,ECA,N,1999,1999,Y,3.311232,1.9,132.6887,0.08259995,0.01654664,0.005896173,0.02001869,0.2896144,115.2333,0.1431702,-1.411378,49.67335,UKR_N1999Y,0.03655,0.05148,0.06168,0.07142,0.08153,0.09259,0.1054,0.1216,0.1458,0.232
0,1,GBR,United Kingdom,OHI,N,1999,2004,Y,0.7564041,1.9,1187.329,0.004373964,0.002629313,0.002144533,0.003460438,0.3600151,962.5349,0.2368286,-1,58.682466,GBR_N2004Y,0.02491,0.04214,0.05336,0.06422,0.0752,0.08733,0.1019,0.1209,0.1524,0.2777
1,1,USA,United States,OHI,N,1999,,Y,1,1.9,1861.407,0.006690245,0.005872351,0.005269966,0.004157106,-1,-1,-1,-1,279.04,USA_N1997Y,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,URY,Uruguay,LAC,N,1999,,Y,16.42385,1.9,692.9992,0.005889083,0.001525682,0.000700526,0.001927213,-1,-1,-1,-1,3.309318,URY_N1989Y,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,UZB,Uzbekistan,ECA,N,1999,,X,635.7095,1.9,71.64809,0.5655794,0.2365438,0.131996,0.3585806,-1,-1,-1,-1,24.31165,UZB_N1998X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,VUT,Vanuatu,EAP,N,1999,2010,X,115.8271,1.9,150.0129,0.1265442,0.03105771,0.01132828,0.03958487,0.373513,116.8011,0.2338965,-1,0.181345,VUT_N2010X,0.02699,0.04081,0.05065,0.06133,0.07232,0.08383,0.09834,0.1202,0.1542,0.2913
0,1,VEN,"Venezuela, Republica Bolivariana de",LAC,N,1999,1999,Y,2.915005,1.9,290.4225,0.1015502,0.05318716,0.04027831,0.05176833,0.483244,198.8218,0.6357419,-1,24.028689,VEN_N1999Y,0.009318,0.02609,0.03755,0.049,0.06147,0.07604,0.09405,0.1196,0.1645,0.3623
1,1,VNM,Vietnam,EAP,N,1999,,X,7624.973,1.9,92.28104,0.3534355,0.08858338,0.03233416,0.1127301,-1,-1,-1,-1,76.5967,VNM_N1998X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,WBG,West Bank and Gaza,MNA,N,1999,2004,X,2.5228,1.9,333.2228,0.006229524,0.001400151,0.000575283,0.001855794,0.3396751,268.2924,0.1935247,-1,2.848431,WBG_N2004X,0.03006,0.04517,0.05491,0.0657,0.07553,0.08721,0.1026,0.1219,0.1525,0.2644
1,1,YEM,"Yemen, Republic of",MNA,N,1999,,X,111.303,1.9,169.7849,0.0776461,0.01662384,0.005576366,0.0208536,-1,-1,-1,-1,17.378098,YEM_N1998X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,ZMB,Zambia,SSA,N,1999,,X,2505.341,1.9,102.8296,0.4402411,0.1715502,0.08841544,0.2550863,-1,-1,-1,-1,10.239714,ZMB_N1998X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,ZWE,Zimbabwe,SSA,N,1999,2011,X,0.5359763,1.9,238.0155,0.05000022,0.005798836,0.00099344,0.006376311,0.4315358,165.6062,0.3111535,0.3883556,12.064537,ZWE_N2011X,0.02476,0.03348,0.04258,0.0524,0.06346,0.07656,0.09323,0.1169,0.1583,0.3383
0,1,ALB,Albania,ECA,N,1996,1996,X,58.16801,1.9,187.9518,0.01104529,0.001906141,0.00055446,0.002304381,0.2701034,165.1825,0.1191043,-1,3.168033,ALB_N1996X,0.03863,0.05289,0.06379,0.07322,0.0838,0.09355,0.1082,0.1247,0.149,0.2122
1,0,DZA,Algeria,MNA,N,1996,,X,31.77229,1.9,181.7235,0.0650243,0.01309642,0.004365731,0.01606665,-1,-1,-1,-1,29.411415,DZA_N1995X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,AGO,Angola,SSA,N,1996,2008.5,X,73.83312,1.9,65.13258,0.608887,0.2674681,0.1491178,0.4127332,0.4271551,46.93899,0.3116315,-1,14.682284,AGO_N2008X,0.02072,0.03357,0.04316,0.05305,0.06543,0.0792,0.09651,0.1229,0.1623,0.3231
0,1,ARG,Argentina,LAC,U,1996,1996,Y,2.768382,1.9,520.087,0.04633781,0.02884898,0.02441742,0.01649957,0.4952443,340.0005,0.5574673,-1,31.2989562,ARG_U1996Y,0.01035,0.02481,0.03557,0.0464,0.05834,0.07303,0.09203,0.1199,0.1708,0.3687
0,0,ARM,Armenia,ECA,N,1996,1996,Y,183.7796,1.9,162.4529,0.1790174,0.04821965,0.01894082,0.06236104,0.4441862,111.9918,0.3354787,0.3826619,3.168215,ARM_N1996Y,0.02296,0.03236,0.04186,0.05187,0.06291,0.07575,0.09185,0.1144,0.1538,0.3522
1,1,AUS,Australia,OHI,N,1996,,Y,1.526641,1.9,1036.964,0.009496416,0.005986032,0.005268753,0.003798417,-1,-1,-1,-1,18.311,AUS_N1995Y,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,AUT,Austria,OHI,N,1996,2004,Y,0.8475838,1.9,1393.137,0.000816529,0.000685399,0.000627252,0.002235538,0.2978899,1200.934,0.1540499,-1,7.959017,AUT_N2004Y,0.03426,0.05121,0.0615,0.07092,0.08101,0.09124,0.1039,0.1207,0.1468,0.2384
1,1,AZE,Azerbaijan,ECA,N,1996,,X,0.3294187,1.9,175.6027,0.06756637,0.0189337,0.008646978,0.02730439,-1,-1,-1,-1,7.763,AZE_N1995X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,BGD,Bangladesh,SAS,N,1996,,X,24.84915,1.9,86.65397,0.3614941,0.08296443,0.02788786,0.1029076,-1,-1,-1,-1,121.269645,BGD_N1995X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,BLR,Belarus,ECA,N,1996,1995,Y,1832.435,1.9,332.2585,0.006278146,0.003360696,0.003350696,0.001225971,0.2876177,293.986,0.1429091,-1.375491,10.16,BLR_N1995Y,0.03393,0.05113,0.06219,0.0725,0.08301,0.09434,0.1073,0.1233,0.1468,0.2255
0,1,BEL,Belgium,OHI,N,1996,2004,Y,0.879014,1.9,1282.817,0.00052022,0.000271258,0.000191611,0.000421398,0.3054151,1094.374,0.1716161,-1,10.156637,BEL_N2004Y,0.0337,0.05066,0.06233,0.07163,0.08092,0.09048,0.1014,0.1173,0.1404,0.2512
0,1,BLZ,Belize,LAC,N,1996,1996,Y,1.182611,1.9,272.52,0.1267056,0.05372277,0.0347237,0.08947995,0.5659369,142.8857,0.6249567,-1,0.213676,BLZ_N1996Y,0.01011,0.02339,0.03159,0.03958,0.04765,0.05917,0.07608,0.09979,0.1472,0.4654
0,1,BEN,Benin,SSA,N,1996,2003,X,224.9172,1.9,69.42813,0.5729636,0.2057495,0.0969626,0.287815,0.385782,51.9188,0.2463929,-1,6.094259,BEN_N2003X,0.02858,0.04115,0.05027,0.05884,0.06928,0.08065,0.09471,0.1145,0.1509,0.3112
0,1,BTN,Bhutan,SAS,N,1996,2003,X,16.96291,1.9,110.2704,0.392115,0.1306172,0.05777845,0.1771042,0.4678087,70.36818,0.36569,-1,0.519282,BTN_N2003X,0.02178,0.03173,0.0394,0.04833,0.0582,0.07034,0.08759,0.1126,0.1552,0.3749
1,1,BOL,Bolivia,LAC,N,1996,,Y,2.906106,1.9,262.732,0.1828791,0.09224209,0.06251919,0.164625,-1,-1,-1,-1,7.717443,BOL_N1990Y,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,BIH,Bosnia and Herzegovina,ECA,N,1996,2001,X,0.8669357,1.9,273.7697,0.006494384,0.002165575,0.001110797,0.003213173,0.2996645,232.1633,0.1566987,-1,3.780378,BIH_N2001X,0.0359,0.05195,0.06215,0.0709,0.07998,0.08995,0.1031,0.1181,0.1397,0.2482
1,1,BWA,Botswana,SSA,N,1996,,X,4.438053,1.9,198.1811,0.3275114,0.1249416,0.06270874,0.1800341,-1,-1,-1,-1,1.60406,BWA_N1993X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,BRA,Brazil,LAC,N,1996,1996,Y,1.658783,1.9,379.0579,0.1416695,0.06136555,0.03926177,0.06741,0.5988891,187.8252,0.7672864,-1,164.913306,BRA_N1996Y,0.006598,0.01587,0.02386,0.03295,0.04374,0.05661,0.07572,0.106,0.1651,0.4735
1,1,BGR,Bulgaria,ECA,N,1996,,X,0.765068,1.9,326.277,0.006320934,0.001624061,0.000866035,0.001895133,-1,-1,-1,-1,8.362826,BGR_N1995X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,BFA,Burkina Faso,SSA,N,1996,,X,222.242,1.9,45.41304,0.8207686,0.4533582,0.2868876,0.757883,-1,-1,-1,-1,10.372745,BFA_N1994X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,BDI,Burundi,SSA,N,1996,,X,487.3273,1.9,39.34249,0.8422973,0.4313312,0.2641844,0.7260162,-1,-1,-1,-1,6.041112,BDI_N1992X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,CPV,Cabo Verde,SSA,N,1996,2001.77,X,47.56514,1.9,146.289,0.3203679,0.1105918,0.05225378,0.1567281,0.524963,84.57334,0.4786267,-1,0.398773,CPV_N2001X,0.01587,0.02564,0.03348,0.04232,0.05217,0.06488,0.08098,0.1046,0.1537,0.4264
0,1,CMR,Cameroon,SSA,N,1996,1996,X,230.3753,1.9,92.87822,0.4807575,0.1529284,0.06633545,0.2061885,0.4444676,59.38959,0.325144,-1,13.812472,CMR_N1996X,0.0248,0.03617,0.04427,0.05116,0.05977,0.07018,0.08501,0.1113,0.1558,0.3615
1,1,CAN,Canada,OHI,N,1996,,Y,1.284584,1.9,1345.602,0.00334,0.002124118,0.001520176,0.0039559,-1,-1,-1,-1,29.6719,CAN_N1994Y,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,CAF,Central African Republic,SSA,N,1996,,X,267.8691,1.9,43.85542,0.776258,0.4925844,0.365494,1.061829,-1,-1,-1,-1,3.435821,CAF_N1992X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,TCD,Chad,SSA,N,1996,2003,X,251.2962,1.9,50.97435,0.7201579,0.334807,0.1909552,0.5229895,0.3982457,37.49591,0.2676824,-1,7.241134,TCD_N2003X,0.02465,0.03832,0.04741,0.05686,0.06726,0.0815,0.09852,0.1207,0.1577,0.3071
0,1,CHL,Chile,LAC,N,1996,1996,Y,391.6442,1.9,468.2718,0.03354375,0.0122364,0.007141121,0.01743246,0.5487368,253.7272,0.5508878,-1,14.497826,CHL_N1996Y,0.01333,0.02317,0.03116,0.03937,0.04881,0.06094,0.07782,0.1044,0.1567,0.4443
0,0,CHN,China,EAP,A,1996,1996,X,3.696112,1.9,82.79573,0.4204512,0.1304357,0.05453401,0.1767301,-1,-1,-1,-1,1217.55,CHN_R1996X,0,0,0,0,0,0,0,0,0,0
0,0,CHN,China,EAP,R,1996,1996,X,3.696112,1.9,67.33628,0.5526022,0.1787777,0.07604359,0.2440058,0.3362044,53.82526,0.186581,0.2734038,828.956742,CHN_R1996X,0.03573,0.0461,0.05565,0.06502,0.07477,0.08561,0.09868,0.1164,0.1463,0.2757
0,0,CHN,China,EAP,U,1996,1996,X,3.696112,1.9,115.7742,0.1385434,0.02731136,0.008649245,0.03321575,0.2908923,99.81346,0.1390214,0.2434529,388.593258,CHN_U1996X,0.03787,0.05057,0.06131,0.07123,0.08111,0.0917,0.1041,0.1204,0.1468,0.2349
0,1,COL,Colombia,LAC,N,1996,1996,Y,1196.955,1.9,281.6101,0.1561939,0.08721001,0.06700554,0.09129482,0.5693304,158.4842,0.9333928,-1,38.049038,COL_N1996Y,0.004624,0.01968,0.03016,0.03974,0.05029,0.06313,0.07978,0.1048,0.1514,0.4564
0,1,COM,Comoros,SSA,N,1996,2004,X,220.5725,1.9,232.5995,0.1482913,0.04265431,0.01728911,0.05721842,0.5592516,124.5454,0.546712,-1,0.488627,COM_N2004X,0.01539,0.02471,0.0324,0.04026,0.0483,0.05937,0.07307,0.09246,0.1331,0.481
0,1,ZAR,"Congo, Democratic Republic of",SSA,N,1996,2004.89,X,537.7323,1.9,29.57932,0.8986549,0.5539907,0.3834882,1.013142,0.4216363,21.02685,0.3008181,-1,42.770544,ZAR_N2004X,0.02205,0.03486,0.04467,0.05422,0.06519,0.07816,0.09598,0.1199,0.161,0.324
0,1,COG,"Congo, Republic of",SSA,N,1996,2005,X,296.5003,1.9,88.23259,0.5126728,0.2057257,0.1064564,0.3020661,0.4733054,56.31659,0.3799083,-1,2.879222,COG_N2005X,0.01961,0.02935,0.03871,0.04742,0.05776,0.07086,0.08901,0.1147,0.164,0.3685
0,1,CRI,Costa Rica,LAC,N,1996,1996,Y,343.7857,1.9,329.9903,0.0796086,0.04221269,0.03147535,0.04206739,0.4654174,229.8717,0.602945,-1,3.596732,CRI_N1996Y,0.01048,0.02754,0.03985,0.05109,0.06296,0.07746,0.09634,0.1226,0.1687,0.343
1,1,CIV,Cote d'Ivoire,SSA,N,1996,,X,235.6879,1.9,131.0761,0.2087679,0.05472129,0.02105915,0.07133768,-1,-1,-1,-1,14.995249,CIV_N1995X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,HRV,Croatia,ECA,N,1996,,Y,4.358503,1.9,772.3741,0.004617163,0.003133769,0.002617773,-1,-1,-1,-1,-1,4.494,HRV_N1988Y,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,CYP,Cyprus,OHI,N,1996,2004,Y,0.7115528,1.9,602.0646,0.001490044,0.00088455,0.000714089,0.000656306,0.3008942,510.423,0.1538346,-1,0.873423,CYP_N2004Y,0.0365,0.05128,0.06031,0.06949,0.07957,0.09024,0.1026,0.1204,0.1467,0.2429
0,0,CZE,Czech Republic,ECA,N,1996,1996,Y,14.90097,1.9,592.2352,0.001504373,0.001494373,0.001484373,0,0.2581786,518.1304,0.1154861,-1.507597,10.315241,CZE_N1996Y,0.04316,0.05904,0.06776,0.07555,0.08339,0.09192,0.1019,0.1149,0.1354,0.2269
0,1,DNK,Denmark,OHI,N,1996,2004,Y,8.523886,1.9,1255.612,0.003149807,0.002318203,0.001992505,0.003207202,0.249128,1131.303,0.1207545,-1,5.263074,DNK_N2004Y,0.04007,0.05932,0.06865,0.07667,0.08525,0.09466,0.1057,0.1207,0.1425,0.2065
0,1,DJI,Djibouti,MNA,N,1996,2002,X,101.4806,1.9,145.7025,0.1745337,0.04921004,0.02077966,0.06673238,0.3999784,109.2979,0.2733941,-1,0.643682,DJI_N2002X,0.02313,0.03705,0.04777,0.05804,0.0691,0.08199,0.09802,0.1198,0.1574,0.3077
0,1,DOM,Dominican Republic,LAC,N,1996,1996,Y,20.74103,1.9,366.2053,0.04930328,0.0186095,0.01123626,0.02223254,0.4743444,245.9436,0.4332721,-1,8.029113,DOM_N1996Y,0.01473,0.02829,0.0386,0.0489,0.0609,0.07398,0.09095,0.1165,0.1622,0.365
1,1,ECU,Ecuador,LAC,N,1996,,Y,0.5472345,1.9,208.9402,0.1761182,0.07289389,0.04445567,0.1070519,-1,-1,-1,-1,11.683479,ECU_N1994Y,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,0,EGY,"Egypt, Arab Republic of",MNA,N,1996,,X,2.777,1.9,137.4431,0.04284755,0.005862859,0.001533847,0.006768712,-1,-1,-1,-1,64.933456,EGY_N1995X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,SLV,El Salvador,LAC,N,1996,1996,Y,0.5307735,1.9,182.9495,0.2196947,0.0927661,0.05481438,0.1474519,0.5139438,115.5323,0.5107,-1,5.671925,SLV_N1996Y,0.01047,0.02364,0.03474,0.04508,0.05647,0.06996,0.0872,0.1136,0.1609,0.398
1,0,EST,Estonia,ECA,N,1996,,X,0.6085634,1.9,307.989,0.003699008,0.000840856,0.000414107,0.000931814,-1,-1,-1,-1,1.415594,EST_N1995X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,ETH,Ethiopia,SSA,N,1996,,X,5.438614,1.9,70.2569,0.6117328,0.2216297,0.1048704,0.3109466,-1,-1,-1,-1,59.155148,ETH_N1995X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,FJI,Fiji,EAP,N,1996,2002.5,X,1.216541,1.9,193.3077,0.06309174,0.01234044,0.003734315,0.01493909,0.3810201,146.3404,0.240102,-1,0.784476,FJI_N2002X,0.02718,0.03972,0.04985,0.05985,0.06999,0.08236,0.09768,0.1192,0.1579,0.2962
0,1,FIN,Finland,OHI,N,1996,2004,Y,0.9802463,1.9,1026.157,0.000456207,0.000306302,0.000252866,0.000820584,0.2789777,876.244,0.1359184,-1,5.124573,FIN_N2004Y,0.03887,0.05523,0.06497,0.07301,0.08116,0.09056,0.1033,0.1187,0.1418,0.2324
0,1,FRA,France,OHI,N,1996,2004,Y,0.8797541,1.9,1142.95,0.000717692,0.000282974,0.000208242,0.000674126,0.3064734,967.1401,0.1580198,-1,59.753098,FRA_N2004Y,0.03445,0.04999,0.05969,0.06943,0.07941,0.09036,0.1034,0.1208,0.1474,0.245
0,1,GAB,Gabon,SSA,N,1996,2005,X,359.2185,1.9,248.3525,0.04624796,0.01031967,0.003783492,0.01331524,0.4218499,176.4858,0.3011957,-1,1.113994,GAB_N2005X,0.02273,0.03547,0.04551,0.0551,0.06559,0.07806,0.09424,0.1166,0.1553,0.3315
0,1,GMB,"Gambia, The",SSA,N,1996,1998,X,10.82647,1.9,55.30454,0.7172957,0.3685904,0.2303865,0.6331539,0.4851946,35.45173,0.4216336,-1,1.096708,GMB_N1998X,0.01505,0.02806,0.0383,0.04731,0.05804,0.071,0.08886,0.1139,0.1628,0.3766
0,0,GEO,Georgia,ECA,N,1996,1996,X,0.8419071,1.9,230.2589,0.06042844,0.01214385,0.003298525,0.01540229,0.3713271,186.4989,0.2404084,0.3201177,4.6161,GEO_N1996X,0.02326,0.03802,0.05077,0.06272,0.07474,0.08775,0.1031,0.1234,0.1569,0.2793
0,1,DEU,Germany,OHI,N,1996,2006,Y,0.8180292,1.9,1462.694,0.002363041,0.001442835,0.001142821,0.002102808,0.3177153,1223.765,0.1801014,-1,81.914831,DEU_N2006Y,0.03151,0.04915,0.05921,0.06874,0.07847,0.08937,0.1027,0.1204,0.148,0.2524
1,1,GHA,Ghana,SSA,N,1996,,X,0.7880217,1.9,94.01298,0.3820926,0.1306632,0.06140935,0.1838154,-1,-1,-1,-1,17.185608,GHA_N1991X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,GRC,Greece,OHI,N,1996,2004,Y,0.7582539,1.9,764.7715,0.009281483,0.005749901,0.004786772,0.004165076,0.3359101,646.2149,0.2152121,-1,10.6088,GRC_N2004Y,0.0263,0.0442,0.05607,0.06677,0.07814,0.09093,0.1061,0.1239,0.1526,0.2549
